"Author","Degree_13_20","Degree_13_14","Degree_15_16","Degree_17_18","Degree_19_20"
"Tamer_Abuelsaad",6,NA,NA,6,NA
"Tamera_L._McKinniss",2,NA,NA,NA,2
"Tanja_Käser",6,5,NA,NA,1
"Tanja_Käser",7,7,NA,NA,NA
"Tanmay_Sinha",1,NA,1,NA,NA
"Tara_A._Schmidt",1,NA,NA,NA,1
"Tara_Tressel",10,8,4,NA,NA
"Tatsuya_Ishino",2,NA,NA,NA,2
"Taylor_Martin",4,4,NA,NA,NA
"Taylyn_Hulse",5,NA,NA,5,NA
"Tazin_Afrin",1,NA,NA,NA,1
"Teemu_Sirkiä",6,NA,NA,NA,6
"Tej_Samani",5,NA,NA,5,NA
"Tejas_I._Dhamecha",24,NA,NA,17,8
"Tengfei_Ma",16,NA,NA,16,NA
"Tenzin_Doleck",4,NA,4,NA,NA
"Teomara_Rutherford",5,NA,NA,5,NA
"Teresa_Chambel",4,NA,NA,NA,4
"Teresa_del_Soldato",1,NA,1,NA,NA
"Tetsuhiro_Masuda",3,NA,NA,3,NA
"Thanaporn_Patikorn",4,NA,NA,NA,4
"The_UnLocke_Project_Team",3,NA,NA,NA,3
"Thomas_D._Griffin",7,NA,NA,7,NA
"Thomas_Daniel_Ullmann",0,NA,NA,NA,0
"Thomas_F._Stahovich",2,NA,NA,NA,2
"Thomas_Haines",4,NA,NA,4,NA
"Thomas_L._Griffiths",1,NA,1,NA,NA
"Thomas_Large",4,NA,NA,4,NA
"Thomas_W._Price",9,NA,1,4,9
"Thor_Collin_S._Andallaza",1,1,NA,NA,NA
"Thrasyvoulos_Tsiatsos",2,2,NA,NA,NA
"Thushari_Atapattu",2,NA,2,NA,NA
"Tiaoqiao_Liu",5,NA,NA,NA,5
"Tiffany_Barnes",34,4,7,22,11
"Tim_Steuer",2,NA,NA,NA,2
"Timofey_Bryksin",2,NA,NA,NA,2
"Timotej_Lazar",2,NA,NA,2,NA
"Timothy_Bickmore",1,NA,NA,NA,1
"Timothy_Bretl",3,NA,NA,NA,3
"Timothy_Mwiti",4,NA,NA,4,NA
"Tina_Papathoma",2,NA,NA,NA,2
"Ting-Wen_Chang",3,NA,3,NA,NA
"Tingru_Cui",8,NA,NA,NA,8
"Tobias_Baur",5,NA,5,NA,NA
"Tobias_Hecking",2,NA,2,NA,NA
"Toby_Dragon",4,NA,4,NA,NA
"Tom_Murray",2,2,0,NA,NA
"Tom_Titchener",4,NA,NA,4,NA
"Tomáš_Effenberger",1,NA,NA,NA,1
"Tomoko_Kojiri",2,NA,2,NA,NA
"Tomoya_Horiguchi",6,NA,NA,6,NA
"Tomoya_Shinohara",4,NA,NA,4,NA
"Torben_Schmidt",5,NA,NA,NA,5
"Toshihiro_Nomura",2,NA,NA,NA,2
"Traian_Rebedea",5,NA,NA,5,NA
"Travis_Dezendorf",4,4,NA,NA,NA
"Tricia_A._Guerrero",13,NA,NA,12,1
"Tristan_Nixon",10,10,NA,NA,NA
"Tsukasa_Hirashima",11,1,NA,9,4
"Tsunenori_Mine",2,NA,2,NA,NA
"Turner_Bohlen",3,NA,NA,NA,3
"Tyler_Derr",4,NA,NA,NA,4
"Ulf_Brefeld",5,NA,NA,NA,5
"Uli_Sattler",8,NA,NA,NA,8
"Uma_Narayanan",3,NA,3,NA,NA
"Umair_Z._Ahmed",2,NA,NA,NA,2
"Ursula_Schwantner",3,NA,3,NA,NA
"Utku_Genc",5,NA,NA,5,NA
"V._Elizabeth_Owen",3,NA,3,NA,NA
"Valentino_Pacifici",3,NA,NA,NA,3
"Valerie_Shute",9,5,4,NA,NA
"Van-Minh_Pho",2,NA,2,NA,NA
"Vanda_Luengo",8,3,3,3,NA
"Vandana_Naik",1,NA,NA,NA,1
"Vanessa_Echeverria",7,NA,NA,4,5
"Vania_Dimitrova",14,5,NA,5,6
"Varun_Gupta",8,NA,NA,NA,8
"Varun_Mandalapu",3,NA,NA,1,3
"Vasile_Rus",12,NA,8,2,4
"Vasiliki_Georgoulas",10,NA,NA,10,NA
"Vasiliki_Georgoulas-Sherry",7,NA,NA,7,NA
"Venkatesh_Kamat",1,NA,NA,NA,1
"Veronica_Cateté",6,NA,NA,NA,6
"Veronica_Cucuiat",0,NA,NA,0,NA
"Victor_Girotto",4,4,NA,NA,NA
"Victor_Kostyuk",4,NA,4,NA,NA
"Victoria_Keiser",5,5,NA,NA,NA
"Vijay_Devabhaktuni",7,NA,NA,NA,7
"Vincent_Aleven",43,13,24,10,14
"Vinitra_Swamy",6,NA,NA,6,NA
"Violetta_Cavalli-Sforza",1,NA,NA,1,NA
"Vishnu_Priya_Chandra_Sekar",2,NA,NA,2,NA
"Vitomir_Kovanović",3,NA,NA,3,NA
"Vitor_Bremgartner",2,NA,NA,2,NA
"Vitor_Rolim",3,NA,NA,3,NA
"W._Dowling",7,NA,NA,NA,7
"Wafa_Johal",4,NA,NA,NA,4
"Wai_Keung_David_Cheung",0,NA,NA,0,NA
"Wanita_Sherchan",5,NA,NA,5,NA
"Wansel_Lemos",7,NA,NA,7,NA
"Warunya_Wunnasri",3,NA,NA,3,3
"Wayne_Holmes",11,NA,6,3,3
"Wei_Cui",2,NA,NA,2,NA
"Wei_Ma",3,NA,NA,NA,3
"Weihao_Yu",5,NA,NA,NA,5
"Weiping_Fu",8,NA,NA,NA,8
"Weiyu_Chen",4,NA,NA,4,NA
"Wen_Wu",3,NA,NA,NA,3
"Wenbiao_Ding",13,NA,NA,NA,13
"Wenfei_Yan",3,NA,NA,3,NA
"Wenge_Rong",4,NA,NA,4,NA
"Wenting_Weng",2,NA,NA,NA,2
"Wenting_Xiong",2,NA,NA,2,NA
"Wenwen_Dou",10,NA,NA,NA,10
"Wenxin_Wang",5,NA,NA,NA,5
"Will_Byrne",4,4,NA,NA,NA
"William_Swartout",11,6,NA,5,NA
"William_W._Cohen",4,3,2,NA,NA
"William_Yao",3,NA,NA,NA,3
"Wilton_Wu",6,NA,NA,6,NA
"Wim_Westera",4,NA,NA,4,NA
"Winslow_Burelson",5,5,NA,NA,NA
"Winslow_Burleson",19,15,6,5,NA
"Wolmet_Barendregt",7,7,NA,NA,NA
"Wookhee_Min",14,3,6,7,12
"Xi_Niu",10,NA,NA,NA,10
"Xi_Yang",4,NA,NA,4,NA
"Xia_Cui",10,NA,NA,10,NA
"Xia_Wang",3,NA,NA,3,NA
"Xiang_Xiao",2,NA,NA,2,NA
"Xiangen_Hu",22,6,6,7,5
"Xiaojin_Zhu",2,NA,NA,NA,2
"Xiaojun_Qi",3,NA,NA,NA,3
"Xiaolong_Wang",4,NA,NA,4,NA
"Xiaolu_Xiong",8,2,6,NA,NA
"Xiaoqin_Feng",4,NA,NA,NA,4
"Xiaotian_Zou",3,NA,NA,NA,3
"Xiaoxi_Xu",2,2,NA,NA,NA
"Xiaoyi_Sun",8,NA,8,NA,NA
"Xiaoyi_Tian",3,NA,NA,NA,3
"Xingjun_Ma",9,NA,NA,6,7
"Xingliang_Chen",2,NA,NA,2,2
"Xinying_Hou",3,NA,NA,NA,3
"Xiwen_Lu",3,NA,NA,NA,3
"Xiyang_Chen",4,NA,NA,4,NA
"Xu_Wang",9,NA,NA,5,7
"Yaar_Shalom",4,NA,NA,4,NA
"Yan_Peng",6,NA,NA,NA,6
"Yancy_Vance_Paredes",5,NA,NA,5,NA
"Yang_Jiang",9,NA,4,7,NA
"Yang_Pian",3,NA,NA,NA,3
"Yanghee_Kim",4,NA,1,NA,3
"Yanjin_Long",2,1,2,NA,NA
"Yannick_Bourrier",3,NA,NA,3,NA
"Ya’akov_(Kobi)_Gal",9,2,NA,7,NA
"Yecheng_Gu",2,NA,2,NA,NA
"Yelee_Jo",1,1,NA,NA,NA
"Yeyu_Wang",6,NA,NA,3,6
"Yi_Dong",2,NA,NA,2,NA
"Yi_Kuang",3,NA,NA,NA,3
"Yi-Min_Chee",7,NA,NA,7,NA
"Yi-Ting_Huang",1,NA,1,NA,NA
"Yigal_Attali",0,NA,NA,0,NA
"Yigal_Rosen",13,NA,0,13,NA
"Yihuan_Dong",6,NA,NA,4,6
"Ying_Cui",2,NA,NA,NA,2
"Ying_Fang",2,NA,NA,2,NA
"Yiwen_Lin",4,NA,NA,NA,4
"Yoalli_Hidalgo-Pontet",6,6,NA,NA,NA
"Yoav_Bergner",6,NA,NA,NA,6
"Yolaine_Bourda",3,NA,NA,3,NA
"Yong_Dich",2,NA,NA,2,NA
"Yong_Tang",5,NA,NA,NA,5
"Yoon_Jeon_Kim",2,2,NA,NA,NA
"Yoshihiro_Kato",7,NA,3,NA,4
"Yoshimitsu_Miyasawa",1,1,1,NA,NA
"Yoshimitsu_Miyazawa",5,NA,NA,NA,5
"Yoshua_Bengio",8,NA,NA,NA,8
"Yossi_Ben_David",4,NA,NA,4,NA
"You_Li",3,NA,NA,NA,3
"Youngduck_Choi",9,NA,NA,NA,9
"Youngnam_Lee",9,NA,NA,NA,9
"Youssef_Tazouti",5,NA,NA,NA,5
"Yu_Lu",13,NA,NA,4,10
"Yu-Han_Chang",3,3,NA,NA,NA
"Yuan_Wang",12,NA,9,NA,3
"Yuandong_Tian",3,3,NA,NA,NA
"Yuanxin_Ouyang",4,NA,NA,4,NA
"Yuchen_Li",3,NA,NA,NA,3
"Yuchi_Huang",3,NA,NA,NA,3
"Yue_Gong",1,1,NA,NA,NA
"Yuki_Hayashi",3,NA,2,2,2
"Yulin_Liu",7,NA,NA,NA,7
"Yun_Huang",5,NA,2,NA,3
"Yun_Tang",3,NA,NA,3,NA
"Yun_Zhou",8,NA,NA,NA,8
"Yuqi_Huang",3,NA,NA,NA,3
"Yuqing_Guo",3,NA,NA,NA,3
"Yusuke_Hayashi",8,NA,NA,7,4
"Yusuke_Nogami",2,NA,2,NA,NA
"Yutao_Wang",2,2,NA,NA,NA
"Yuto_Uchida",1,NA,NA,NA,1
"Yuwei_Huang",4,NA,NA,4,NA
"Z._Pardos",3,3,NA,NA,NA
"Zac_Yu",5,NA,NA,5,NA
"Zachary_Aman",2,NA,2,NA,NA
"Zachary_Pardos",16,1,5,9,1
"Zachary_T._Chung",2,NA,NA,2,NA
"Zahid_Hossain",6,NA,NA,6,NA
"Zahra_Rahimi",5,1,NA,4,NA
"Zdenek_Zdrahal",3,NA,NA,3,NA
"Zetao_Zheng",5,NA,NA,NA,5
"Zeyad_Alshaikh",2,NA,NA,NA,2
"Zhang_Xiong",4,NA,NA,4,NA
"Zhen_Bai",2,NA,NA,2,NA
"Zhen_Wang",2,NA,NA,NA,2
"Zhenjun_Ma",3,NA,NA,NA,3
"Zhiqi_Shen",4,NA,4,NA,NA
"Zhiqiang_Cai",15,8,5,5,NA
"Zhiwei_Wang",7,NA,NA,NA,7
"Zhongxiu_Liu",1,NA,1,NA,NA
"Zhongxiu_Peddycord-Liu",5,NA,NA,5,NA
"Zhou_Long",5,NA,NA,NA,5
"Zihuiwen_Ye",4,NA,NA,NA,4
"Zijun_Zhuang",4,NA,NA,4,NA
"Zitao_Liu",14,NA,NA,NA,14
"Ziyang_Yu",4,NA,NA,NA,4
"Zoe_Peterson",3,NA,3,NA,NA
"Zoran_Popović",3,NA,NA,NA,3
"Ágnes_Sándor",4,NA,NA,4,NA
"Éric_Bruillard",3,NA,NA,3,NA
